date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:03:12	17850/17850	---M--	200	added ('OK')	image/jpeg	etag:%22608d6271-45ba%22	https://www.misterma.com/img-admin/uploads/16198785132678.jpeg	C:/My%20Websites/MWordStar-Primary/web/images/16198785132678.jpg	(from http://localhost/php/typecho-demo/index.php/archives/11/)
17:03:13	17974/17974	---MC-	200	added ('OK')	application/atom+xml	date:Sat,%2021%20Aug%202021%2009:03:08%20GMT	http://localhost/php/typecho-demo/index.php/feed/atom/category/typecho/	C:/My%20Websites/MWordStar-Primary/web/index-44.html	(from http://localhost/php/typecho-demo/index.php/category/typecho/)
17:03:13	989/989	---M--	200	added ('OK')	application/rss+xml	date:Sat,%2021%20Aug%202021%2009:03:13%20GMT	http://localhost/php/typecho-demo/index.php/feed/archives/11/	C:/My%20Websites/MWordStar-Primary/web/index-45.html	(from http://localhost/php/typecho-demo/index.php/archives/11/)
17:03:14	726/726	---M--	200	added ('OK')	application/rdf+xml	date:Sat,%2021%20Aug%202021%2009:03:13%20GMT	http://localhost/php/typecho-demo/index.php/feed/rss/archives/11/	C:/My%20Websites/MWordStar-Primary/web/index-46.html	(from http://localhost/php/typecho-demo/index.php/archives/11/)
17:03:14	122727/122727	---M--	200	added ('OK')	image/png	etag:%22608fc05f-1df67%22	https://www.misterma.com/img-admin/uploads/16200336317620.png	C:/My%20Websites/MWordStar-Primary/web/images/16200336317620.png	(from http://localhost/php/typecho-demo/index.php/archives/11/)
17:03:14	132798/132798	---M--	200	added ('OK')	image/png	etag:%22608fc04b-206be%22	https://www.misterma.com/img-admin/uploads/16200336116020.png	C:/My%20Websites/MWordStar-Primary/web/images/16200336116020.png	(from http://localhost/php/typecho-demo/index.php/archives/11/)
17:03:15	1000/1000	---M--	200	added ('OK')	application/atom+xml	date:Sat,%2021%20Aug%202021%2009:03:14%20GMT	http://localhost/php/typecho-demo/index.php/feed/atom/archives/11/	C:/My%20Websites/MWordStar-Primary/web/index-47.html	(from http://localhost/php/typecho-demo/index.php/archives/11/)
17:03:15	37955/37955	---M--	200	added ('OK')	image/jpeg	etag:%22608d63db-9443%22	https://www.misterma.com/img-admin/uploads/16198788751795.jpeg	C:/My%20Websites/MWordStar-Primary/web/images/16198788751795.jpg	(from http://localhost/php/typecho-demo/index.php/archives/11/)
17:03:16	24506/24506	---M--	200	added ('OK')	image/jpeg	etag:%22608d6474-5fba%22	https://www.misterma.com/img-admin/uploads/16198790286475.jpeg	C:/My%20Websites/MWordStar-Primary/web/images/16198790286475.jpg	(from http://localhost/php/typecho-demo/index.php/archives/11/)
17:03:17	748/748	---M--	200	added ('OK')	application/rdf+xml	date:Sat,%2021%20Aug%202021%2009:03:16%20GMT	http://localhost/php/typecho-demo/index.php/feed/rss/archives/13/	C:/My%20Websites/MWordStar-Primary/web/index-49.html	(from http://localhost/php/typecho-demo/index.php/archives/13/)
17:03:17	1011/1011	---M--	200	added ('OK')	application/rss+xml	date:Sat,%2021%20Aug%202021%2009:03:16%20GMT	http://localhost/php/typecho-demo/index.php/feed/archives/13/	C:/My%20Websites/MWordStar-Primary/web/index-48.html	(from http://localhost/php/typecho-demo/index.php/archives/13/)
17:03:17	1022/1022	---M--	200	added ('OK')	application/atom+xml	date:Sat,%2021%20Aug%202021%2009:03:16%20GMT	http://localhost/php/typecho-demo/index.php/feed/atom/archives/13/	C:/My%20Websites/MWordStar-Primary/web/index-50.html	(from http://localhost/php/typecho-demo/index.php/archives/13/)
17:03:17	6818/6818	---M--	200	added ('OK')	application/rss+xml	date:Sat,%2021%20Aug%202021%2009:03:16%20GMT	http://localhost/php/typecho-demo/index.php/feed/category/php/	C:/My%20Websites/MWordStar-Primary/web/index-51.html	(from http://localhost/php/typecho-demo/index.php/category/php/)
17:03:18	5106/5106	---M--	200	added ('OK')	application/rdf+xml	date:Sat,%2021%20Aug%202021%2009:03:17%20GMT	http://localhost/php/typecho-demo/index.php/feed/rss/category/php/	C:/My%20Websites/MWordStar-Primary/web/index-52.html	(from http://localhost/php/typecho-demo/index.php/category/php/)
17:03:18	931/931	---M--	200	added ('OK')	application/rss+xml	date:Sat,%2021%20Aug%202021%2009:03:17%20GMT	http://localhost/php/typecho-demo/index.php/feed/archives/10/	C:/My%20Websites/MWordStar-Primary/web/index-54.html	(from http://localhost/php/typecho-demo/index.php/archives/10/)
17:03:18	7097/7097	---M--	200	added ('OK')	application/atom+xml	date:Sat,%2021%20Aug%202021%2009:03:17%20GMT	http://localhost/php/typecho-demo/index.php/feed/atom/category/php/	C:/My%20Websites/MWordStar-Primary/web/index-53.html	(from http://localhost/php/typecho-demo/index.php/category/php/)
17:03:18	668/668	---M--	200	added ('OK')	application/rdf+xml	date:Sat,%2021%20Aug%202021%2009:03:18%20GMT	http://localhost/php/typecho-demo/index.php/feed/rss/archives/10/	C:/My%20Websites/MWordStar-Primary/web/index-55.html	(from http://localhost/php/typecho-demo/index.php/archives/10/)
17:03:19	942/942	---M--	200	added ('OK')	application/atom+xml	date:Sat,%2021%20Aug%202021%2009:03:18%20GMT	http://localhost/php/typecho-demo/index.php/feed/atom/archives/10/	C:/My%20Websites/MWordStar-Primary/web/index-56.html	(from http://localhost/php/typecho-demo/index.php/archives/10/)
17:03:20	39772/39772	---M--	200	added ('OK')	image/jpeg	etag:%225fa0db20-9b5c%22	https://www.misterma.com/img-admin/uploads/16043773761056.jpg	C:/My%20Websites/MWordStar-Primary/web/images/16043773761056.jpg	(from http://localhost/php/typecho-demo/index.php/archives/10/)
17:03:20	6650/6650	---M--	200	added ('OK')	application/rdf+xml	date:Sat,%2021%20Aug%202021%2009:03:19%20GMT	http://localhost/php/typecho-demo/index.php/feed/rss/category/linux/	C:/My%20Websites/MWordStar-Primary/web/index-58.html	(from http://localhost/php/typecho-demo/index.php/category/linux/)
17:03:21	9334/9334	---MC-	200	added ('OK')	application/rss+xml	date:Sat,%2021%20Aug%202021%2009:03:19%20GMT	http://localhost/php/typecho-demo/index.php/feed/category/linux/	C:/My%20Websites/MWordStar-Primary/web/index-57.html	(from http://localhost/php/typecho-demo/index.php/category/linux/)
17:03:21	1032/1032	---M--	200	added ('OK')	application/rss+xml	date:Sat,%2021%20Aug%202021%2009:03:20%20GMT	http://localhost/php/typecho-demo/index.php/feed/archives/7/	C:/My%20Websites/MWordStar-Primary/web/index-60.html	(from http://localhost/php/typecho-demo/index.php/archives/7/)
17:03:21	769/769	---M--	200	added ('OK')	application/rdf+xml	date:Sat,%2021%20Aug%202021%2009:03:21%20GMT	http://localhost/php/typecho-demo/index.php/feed/rss/archives/7/	C:/My%20Websites/MWordStar-Primary/web/index-61.html	(from http://localhost/php/typecho-demo/index.php/archives/7/)
17:03:22	1041/1041	---M--	200	added ('OK')	application/atom+xml	date:Sat,%2021%20Aug%202021%2009:03:21%20GMT	http://localhost/php/typecho-demo/index.php/feed/atom/archives/7/	C:/My%20Websites/MWordStar-Primary/web/index-62.html	(from http://localhost/php/typecho-demo/index.php/archives/7/)
17:03:22	9617/9617	---MC-	200	added ('OK')	application/atom+xml	date:Sat,%2021%20Aug%202021%2009:03:20%20GMT	http://localhost/php/typecho-demo/index.php/feed/atom/category/linux/	C:/My%20Websites/MWordStar-Primary/web/index-59.html	(from http://localhost/php/typecho-demo/index.php/category/linux/)
